subject_uri,predicate_uri,object_uri
http://dbpedia.org/resource/EMeta,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Eugene_Byrne,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Back_in_the_USSA
http://dbpedia.org/resource/Fujitsu,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Kawasaki,_Kanagawa"
http://dbpedia.org/resource/Garth_Nix,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Castle_(novel)
http://dbpedia.org/resource/Gentry_Lee,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/The_Garden_of_Rama
http://dbpedia.org/resource/Hyperion_Entertainment,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Impetus_Technologies,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/India
http://dbpedia.org/resource/J._G._Ballard,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/The_Wind_from_Nowhere
http://dbpedia.org/resource/Joan_Slonczewski,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/A_Door_into_Ocean
http://dbpedia.org/resource/Kim_Newman,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Back_in_the_USSA
http://dbpedia.org/resource/L._Sprague_de_Camp,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/The_Continent_Makers_and_Other_Tales_of_the_Viagens
http://dbpedia.org/resource/Mary_Doria_Russell,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/The_Sparrow_(novel)
http://dbpedia.org/resource/Michael_Shea_(author),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Polyphemus_(book)
http://dbpedia.org/resource/Microsoft,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Albuquerque,_New_Mexico"
http://dbpedia.org/resource/Novell,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Provo,_Utah"
http://dbpedia.org/resource/Oracle_Corporation,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California
http://dbpedia.org/resource/Oracle_Corporation,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Sleepycat_Software
http://dbpedia.org/resource/Pat_Frank,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Alas,_Babylon"
http://dbpedia.org/resource/Philip_Wylie,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/When_Worlds_Collide
http://dbpedia.org/resource/Ricky_Groves,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Hannah_Waterman
http://dbpedia.org/resource/RightNow_Technologies,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Bozeman,_Montana"
http://dbpedia.org/resource/Ronald_Cheng,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Charlene_Choi
http://dbpedia.org/resource/Russell_Hoban,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Riddley_Walker
http://dbpedia.org/resource/SNP_Schneider-Neureither_&_Partner_AG,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Heidelberg
http://dbpedia.org/resource/Softdisk,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Shreveport,_Louisiana"
http://dbpedia.org/resource/Stardock,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Livonia,_Michigan"
http://dbpedia.org/resource/Temenos_Group,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Geneva
http://dbpedia.org/resource/Virginia_DeMarce,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/1634:_The_Ram_Rebellion
http://dbpedia.org/resource/Acronis,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Adobe_Systems,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Macromedia
http://dbpedia.org/resource/Amazon.com,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Alexa_Internet
http://dbpedia.org/resource/Autodesk,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Mill_Valley,_California"
http://dbpedia.org/resource/A_Calculus_of_Angels,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/A_Calculus_of_Angels,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Blackbaud,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Blackbaud,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Blackbaud,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Charles_Thomson_Rees_Wilson,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/Comverse_Technology,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Danger_(company),http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Palo_Alto,_California"
http://dbpedia.org/resource/Delrina,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Toronto
http://dbpedia.org/resource/Digital_Research,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Pacific_Grove,_California"
http://dbpedia.org/resource/EBay,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/StumbleUpon
http://dbpedia.org/resource/Electronic_Arts,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Westwood_Studios
http://dbpedia.org/resource/Elias_Canetti,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Eyvind_Johnson,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Gabriel_Aubry,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Halle_Berry
"http://dbpedia.org/resource/Glendale,_California",http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_C._Hall
http://dbpedia.org/resource/Google,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Menlo_Park,_California"
http://dbpedia.org/resource/Harold_Urey,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Chemistry
http://dbpedia.org/resource/Heidi_Klum,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Seal_(musician)
http://dbpedia.org/resource/Hewlett-Packard,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Palo_Alto,_California"
http://dbpedia.org/resource/IntelliCorp_(software),http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Menlo_Park,_California"
http://dbpedia.org/resource/Intergraph,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Madison,_Alabama"
http://dbpedia.org/resource/Intuit,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Mountain_View,_California"
http://dbpedia.org/resource/Isaac_Asimov,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/The_Caves_of_Steel
http://dbpedia.org/resource/J._M._Coetzee,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Jerry_Pournelle,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Footfall
http://dbpedia.org/resource/Johannes_Stark,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/John_Thomas_Sladek,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Roderick_(novel)
http://dbpedia.org/resource/Julius_Axelrod,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine
http://dbpedia.org/resource/Karl_von_Frisch,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine
http://dbpedia.org/resource/Kevin_Dilmore,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Summon_the_Thunder
http://dbpedia.org/resource/Knut_Hamsun,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Mark_Twain,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/A_Connecticut_Yankee_in_King_Arthur's_Court
http://dbpedia.org/resource/Michael_F._Flynn,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Michael_F._Flynn,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Mikhail_Sholokhov,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/New_York_City,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/New_York_City,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Nicholas_Tse,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/The_Great_Train_Robbery_(novel)
http://dbpedia.org/resource/Norfolk_Southern_Railway,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Conrail
http://dbpedia.org/resource/Pearl_S._Buck,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/I_Will_Fear_No_Evil
http://dbpedia.org/resource/Romain_Rolland,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Silicon_Graphics,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/California
http://dbpedia.org/resource/Verisign,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/MontaVista
http://dbpedia.org/resource/Verisign,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/NBCUniversal
http://dbpedia.org/resource/Verisign,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Verisign,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Verner_von_Heidenstam,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/William_Gibson,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Neuromancer
http://dbpedia.org/resource/Xero_(software),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_Zealand
http://dbpedia.org/resource/Yahoo!,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Stanford_University
http://dbpedia.org/resource/Yevgeny_Zamyatin,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/We_(novel)
http://dbpedia.org/resource/Alexander_Jablokov,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Breath_of_Suspension
http://dbpedia.org/resource/Ali_Landry,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Mario_Lopez
http://dbpedia.org/resource/AOL,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/AOL,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Audiokinetic,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Montreal
http://dbpedia.org/resource/A_Calculus_of_Angels,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/A_Calculus_of_Angels,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Barry_N._Malzberg,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Beyond_Apollo
http://dbpedia.org/resource/Carmine_Giovinazzo,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Vanessa_Marcil
http://dbpedia.org/resource/Cisco_Systems,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Cisco_Systems,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Cisco_Systems,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/subsidiary,"http://dbpedia.org/resource/Austin,_Texas"
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Erik_Axel_Karlfeldt,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Heike_Kamerlingh_Onnes,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/Henri_Becquerel,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/Hermann_Hesse,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Glass_Bead_Game
http://dbpedia.org/resource/Hewlett-Packard,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Hewlett-Packard,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Hewlett-Packard,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/IBM,http://dbpedia.org/ontology/subsidiary,"http://dbpedia.org/resource/Endicott,_New_York"
http://dbpedia.org/resource/IBM,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/IBM_Informix
http://dbpedia.org/resource/IBM_Internet_Security_Systems,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Atlanta
http://dbpedia.org/resource/Intergovernmental_Panel_on_Climate_Change,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Peace_Prize
http://dbpedia.org/resource/Isaac_Bashevis_Singer,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/J._J._Thomson,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/Jacinto_Benavente,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Literature
http://dbpedia.org/resource/Johnson_&_Johnson,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Johnson_&_Johnson,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/Johnson_&_Johnson,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/John_C._Wright_(author),http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Richard_K._Morgan
http://dbpedia.org/resource/Jules_Verne,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Begum's_Fortune
http://dbpedia.org/resource/Kantega,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Norway
http://dbpedia.org/resource/Katie_Holmes,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Tom_Cruise
http://dbpedia.org/resource/KickApps,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/KickApps,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/KickApps,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/L._Ron_Hubbard,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Battlefield_Earth_(novel)
http://dbpedia.org/resource/Larry_Niven,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Integral_Trees
http://dbpedia.org/resource/Materialise_NV,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Leuven
http://dbpedia.org/resource/Max_Planck,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Nobel_Prize_in_Physics
http://dbpedia.org/resource/MediaTek,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/MediaTek,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/Michael_F._Flynn,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/Michael_F._Flynn,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Mindscape,http://dbpedia.org/ontology/subsidiary,"http://dbpedia.org/resource/Novato,_California"
http://dbpedia.org/resource/MontaVista,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/MontaVista,http://dbpedia.org/ontology/subsidiary,"http://dbpedia.org/resource/Sunnyvale,_California"
http://dbpedia.org/resource/MontaVista,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/The_Last_Starship_from_Earth
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/A_Calculus_of_Angels
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Michael_F._Flynn
http://dbpedia.org/resource/NBC,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/New_York_City
